"","DOWNLOAD.DATE","IDENTIFIER","LATEST.ADMISSION.DATE","RACE","GENDER","AGE","BOND.AMOUNT","OFFENSE","FACILITY","DETAINER","max_bail","min_bail","earliest","earliest2","latest","duration1","duration2","for_filter","prior","current","quantile"
"10972",2016-12-30,"ZZHCLRRB","12/29/2016","BLACK","M",23,710000,"ASSAULT, FIRST DEGREE                 BF","NEW HAVEN CC","NONE",710000,710000,2016-12-30,2016-12-29,NA,NA,NA,"ZZHCLRRBASSAULT, FIRST DEGREE                 BF","in after July 1","still in",4
"10973",2016-12-30,"ZZSEBWHE","12/29/2016","HISPANIC","F",22,20000,"INTERFERING WITH AN EMERGENCY CALL    AM","YORK CI","NONE",20000,20000,2016-12-30,2016-12-29,2017-01-03,4,5,"ZZSEBWHEINTERFERING WITH AN EMERGENCY CALL    AM","in after July 1","out",2
"10974",2016-12-31,"ZZSEBWHC","12/30/2016","BLACK","M",20,25000,"INTERFERING WITH AN OFFICER           AM","BRIDGEPORT CC","NONE",25000,25000,2016-12-31,2016-12-30,2017-01-01,1,2,"ZZSEBWHCINTERFERING WITH AN OFFICER           AM","in after July 1","out",2
"10975",2016-12-31,"ZZRHLSCH","12/30/2016","WHITE","M",39,5500,"STRANGULATION 2ND DEGREE              DF","NEW HAVEN CC","NONE",5500,5500,2016-12-31,2016-12-30,NA,NA,NA,"ZZRHLSCHSTRANGULATION 2ND DEGREE              DF","in after July 1","still in",1
"10976",2016-12-31,"ZZHHHHLR","12/30/2016","WHITE","F",35,10500,"IDENTITY THEFT 3RD DEGREE             DF","YORK CI","NONE",10500,10500,2016-12-31,2016-12-30,NA,NA,NA,"ZZHHHHLRIDENTITY THEFT 3RD DEGREE             DF","in after July 1","still in",2
"10977",2016-12-31,"ZZHEWCBJ","12/30/2016","BLACK","M",46,100000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",100000,100000,2016-12-31,2016-12-30,NA,NA,NA,"ZZHEWCBJVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",3
"10978",2016-12-31,"ZZSEBWHH","12/30/2016","HISPANIC","M",40,10000,"CRIM VIOL OF PROTECTIVE ORDER         DF","NEW HAVEN CC","NONE",10000,10000,2016-12-31,2016-12-30,2017-01-04,4,5,"ZZSEBWHHCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",1
"10979",2016-12-31,"ZZSEHBJZ","12/30/2016","WHITE","M",22,4000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",4000,4000,2016-12-31,2016-12-30,2017-01-03,3,4,"ZZSEHBJZVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",1
"10980",2016-12-31,"ZZHSBZER","12/30/2016","HISPANIC","F",26,400500,"KIDNAPPING, FIRST DEGREE              AF","YORK CI","NONE",400500,400500,2016-12-31,2016-12-30,NA,NA,NA,"ZZHSBZERKIDNAPPING, FIRST DEGREE              AF","in after July 1","still in",4
"10981",2016-12-31,"ZZZCRZJS","12/30/2016","WHITE","M",60,500,"ASSAULT 3RD DEGREE, VICTIM OVER 59    AM","CORRIGAN CI","NONE",500,500,2016-12-31,2016-12-30,2017-01-03,3,4,"ZZZCRZJSASSAULT 3RD DEGREE, VICTIM OVER 59    AM","in after July 1","out",1
"10982",2016-12-31,"ZZHHCLBB","12/30/2016","WHITE","M",42,500,"DISORDERLY CONDUCT                    CM","NEW HAVEN CC","NONE",500,500,2016-12-31,2016-12-30,NA,NA,NA,"ZZHHCLBBDISORDERLY CONDUCT                    CM","in after July 1","still in",1
"10983",2016-12-31,"ZZRBBLHL","12/30/2016","WHITE","F",37,2500,"BURGLARY, THIRD DEGREE                DF","YORK CI","NONE",2500,2500,2016-12-31,2016-12-30,NA,NA,NA,"ZZRBBLHLBURGLARY, THIRD DEGREE                DF","in after July 1","still in",1
"10984",2016-12-31,"ZZRWRWLL","12/30/2016","WHITE","F",42,20000,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",20000,20000,2016-12-31,2016-12-30,NA,NA,NA,"ZZRWRWLLVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",2
"10985",2016-12-31,"ZZHSLJZH","05/18/2016","WHITE","M",26,125000,"ESCAPE, FIRST DEGREE                  CF","CORRIGAN CI","NONE",125000,125000,2016-12-31,2016-05-18,NA,NA,NA,"ZZHSLJZHESCAPE, FIRST DEGREE                  CF","in after July 1","still in",4
"10986",2016-12-31,"ZZESSEWJ","12/30/2016","BLACK","M",49,65000,"BURGLARY, THIRD DEGREE                DF","NEW HAVEN CC","NONE",65000,65000,2016-12-31,2016-12-30,NA,NA,NA,"ZZESSEWJBURGLARY, THIRD DEGREE                DF","in after July 1","still in",3
"10987",2016-12-31,"ZZHWWHRH","12/30/2016","HISPANIC","M",26,15000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",15000,15000,2016-12-31,2016-12-30,NA,NA,NA,"ZZHWWHRHVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",2
"10988",2016-12-31,"ZZSELLEW","08/29/2016","HISPANIC","M",37,75000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","IMMIGRATION",75000,75000,2016-12-31,2016-08-29,NA,NA,NA,"ZZSELLEWVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",3
"10989",2016-12-31,"ZZSEBWHR","12/30/2016","WHITE","M",71,2500,"CRIM VIOL OF PROTECTIVE ORDER         DF","CORRIGAN CI","NONE",2500,2500,2016-12-31,2016-12-30,2017-01-09,9,10,"ZZSEBWHRCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","out",1
"10990",2016-12-31,"ZZHSSCRS","12/30/2016","WHITE","M",30,22000,"FAILURE TO APPEAR, FIRST DEGREE       DF","BRIDGEPORT CC","NONE",22000,7000,2016-12-31,2016-12-30,NA,NA,NA,"ZZHSSCRSFAILURE TO APPEAR, FIRST DEGREE       DF","in after July 1","still in",2
"10991",2016-12-31,"ZZSEBWHB","12/30/2016","HISPANIC","M",35,1000,"PROHIB ACTS RE: DRUG PARAPHERNALIA","HARTFORD CC","NONE",1000,1000,2016-12-31,2016-12-30,2017-01-03,3,4,"ZZSEBWHBPROHIB ACTS RE: DRUG PARAPHERNALIA","in after July 1","out",1
"10992",2016-12-31,"ZZSEBWSE","12/30/2016","HISPANIC","M",44,15000,"FAILURE TO APPEAR, SECOND DEGREE      AM","BRIDGEPORT CC","IMMIGRATION",15000,15000,2016-12-31,2016-12-30,NA,NA,NA,"ZZSEBWSEFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","still in",2
"10993",2016-12-31,"ZZHZEECC","12/30/2016","BLACK","M",37,7500,"ASSAULT, THIRD DEGREE                 AM","CORRIGAN CI","NONE",7600,7500,2016-12-31,2016-12-30,NA,NA,NA,"ZZHZEECCASSAULT, THIRD DEGREE                 AM","in after July 1","still in",1
"10994",2016-12-31,"ZZSEBEWZ","12/02/2016","BLACK","M",30,100000,"HOME INVASION                         AF","GARNER","NONE",100000,100000,2016-12-31,2016-12-02,NA,NA,NA,"ZZSEBEWZHOME INVASION                         AF","in after July 1","still in",3
"10995",2016-12-31,"ZZHZZWJL","12/30/2016","BLACK","M",36,15500,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",15500,15500,2016-12-31,2016-12-30,NA,NA,NA,"ZZHZZWJLVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",2
"10996",2016-12-31,"ZZESCRWB","12/30/2016","BLACK","M",48,15000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",15000,15000,2016-12-31,2016-12-30,NA,NA,NA,"ZZESCRWBVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",2
"10997",2016-12-31,"ZZSEBWHL","12/30/2016","BLACK","M",19,275000,"ROBBERY, FIRST DEGREE                 BF","HARTFORD CC","NONE",275000,275000,2016-12-31,2016-12-30,NA,NA,NA,"ZZSEBWHLROBBERY, FIRST DEGREE                 BF","in after July 1","still in",4
"10998",2016-12-31,"ZZECSWBC","12/30/2016","WHITE","M",47,5000,"ASSAULT, SECOND DEGREE                DF","NEW HAVEN CC","NONE",5000,5000,2016-12-31,2016-12-30,NA,NA,NA,"ZZECSWBCASSAULT, SECOND DEGREE                DF","in after July 1","still in",1
"10999",2016-12-31,"ZZHBBSLZ","12/30/2016","WHITE","M",28,60000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",60100,60000,2016-12-31,2016-12-30,NA,NA,NA,"ZZHBBSLZVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",3
"11000",2016-12-31,"ZZSECJCH","12/29/2016","BLACK","F",29,40500,"VIOLATION OF PROBATION OR COND DISCHG","YORK CI","NONE",40500,40500,2016-12-31,2016-12-29,2017-01-03,3,5,"ZZSECJCHVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",3
"11001",2016-12-31,"ZZHBEJHJ","12/30/2016","WHITE","M",46,250000,"LEAV CHILD UNSUPERV IN PUBL/MOT VEH    C","HARTFORD CC","NONE",250000,250000,2016-12-31,2016-12-30,2017-01-05,5,6,"ZZHBEJHJLEAV CHILD UNSUPERV IN PUBL/MOT VEH    C","in after July 1","out",4
"11002",2016-12-31,"ZZSEEJZC","12/30/2016","WHITE","M",25,10000,"FLR KEEP NARC IN ORG CONTAINER         F","HARTFORD CC","NONE",10000,10000,2016-12-31,2016-12-30,NA,NA,NA,"ZZSEEJZCFLR KEEP NARC IN ORG CONTAINER         F","in after July 1","still in",1
"11003",2016-12-31,"ZZERCHSH","12/30/2016","WHITE","M",49,500,"BREACH OF PEACE                       BM","CORRIGAN CI","NONE",500,500,2016-12-31,2016-12-30,NA,NA,NA,"ZZERCHSHBREACH OF PEACE                       BM","in after July 1","still in",1
"11004",2016-12-31,"ZZSEBWHW","12/30/2016","BLACK","M",49,5000,"LARCENY, FIFTH DEGREE                 BM","BRIDGEPORT CC","NONE",5000,5000,2016-12-31,2016-12-30,NA,NA,NA,"ZZSEBWHWLARCENY, FIFTH DEGREE                 BM","in after July 1","still in",1
"11005",2016-12-31,"ZZHZZEWZ","12/30/2016","WHITE","M",32,50000,"BURGLARY, FIRST DEGREE                BF","HARTFORD CC","NONE",50000,50000,2016-12-31,2016-12-30,NA,NA,NA,"ZZHZZEWZBURGLARY, FIRST DEGREE                BF","in after July 1","still in",3
"11006",2017-01-01,"ZZSZJBCC","12/31/2016","WHITE","M",24,250000,"VIOLATION OF PROBATION OR COND DISCHG","CORRIGAN CI","NONE",250000,250000,2017-01-01,2016-12-31,2017-01-03,2,3,"ZZSZJBCCVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",4
"11007",2017-01-01,"ZZHRCLLH","12/31/2016","WHITE","M",32,750000,"ASSAULT, FIRST DEGREE                 BF","NEW HAVEN CC","NONE",750000,250000,2017-01-01,2016-12-31,NA,NA,NA,"ZZHRCLLHASSAULT, FIRST DEGREE                 BF","in after July 1","still in",4
"11008",2017-01-01,"ZZSEZRLS","12/31/2016","WHITE","M",21,160250,"FAILURE TO APPEAR, FIRST DEGREE       DF","CORRIGAN CI","NONE",160250,160250,2017-01-01,2016-12-31,NA,NA,NA,"ZZSEZRLSFAILURE TO APPEAR, FIRST DEGREE       DF","in after July 1","still in",4
"11009",2017-01-02,"ZZSZREER","01/01/2017","WHITE","M",54,10000,"CRIM VIOL OF PROTECTIVE ORDER         AM","CORRIGAN CI","NONE",10000,10000,2017-01-02,2017-01-01,2017-01-03,1,2,"ZZSZREERCRIM VIOL OF PROTECTIVE ORDER         AM","in after July 1","out",1
"11010",2017-01-02,"ZZHLLHHE","01/01/2017","WHITE","M",51,5000,"ASSAULT, THIRD DEGREE                 AM","CORRIGAN CI","NONE",5000,5000,2017-01-02,2017-01-01,NA,NA,NA,"ZZHLLHHEASSAULT, THIRD DEGREE                 AM","in after July 1","still in",1
"11011",2017-01-02,"ZZSEBWSH","01/01/2017","BLACK","F",18,250,"LARCENY, SIXTH DEGREE                 CM","YORK CI","NONE",250,250,2017-01-02,2017-01-01,2017-01-03,1,2,"ZZSEBWSHLARCENY, SIXTH DEGREE                 CM","in after July 1","out",1
"11012",2017-01-02,"ZZHEJJSW","01/01/2017","BLACK","M",50,20000,"EXPIRATION AND RENEWAL OF REGISTRATION M","BACKUS HOSP","NONE",20000,20000,2017-01-02,2017-01-01,2017-01-03,1,2,"ZZHEJJSWEXPIRATION AND RENEWAL OF REGISTRATION M","in after July 1","out",2
"11013",2017-01-02,"ZZSEBWSR","01/01/2017","WHITE","M",35,2500,"RECKLESS ENDANGERMENT, SECOND DEGREE  BM","NEW HAVEN CC","NONE",2500,2500,2017-01-02,2017-01-01,2017-01-03,1,2,"ZZSEBWSRRECKLESS ENDANGERMENT, SECOND DEGREE  BM","in after July 1","out",1
"11014",2017-01-02,"ZZREWCCR","01/01/2017","WHITE","M",45,25000,"PRIMARY OFFENSE NOT DETERMINED","HARTFORD CC","NONE",25000,25000,2017-01-02,2017-01-01,2017-01-03,1,2,"ZZREWCCRPRIMARY OFFENSE NOT DETERMINED","in after July 1","out",2
"11015",2017-01-03,"ZZHSHSLR","01/02/2017","HISPANIC","M",28,5000,"OPERATE UNDER INFLU OF LIQ OR DRUGS","HARTFORD CC","NONE",50000,5000,2017-01-03,2017-01-02,NA,NA,NA,"ZZHSHSLROPERATE UNDER INFLU OF LIQ OR DRUGS","in after July 1","still in",1
"11016",2017-01-03,"ZZZCHWEW","01/02/2017","BLACK","M",58,150150,"TEMPORARY SURRENDER","HARTFORD CC","NONE",150150,150150,2017-01-03,2017-01-02,2017-01-03,0,1,"ZZZCHWEWTEMPORARY SURRENDER","in after July 1","out",4
"11017",2017-01-03,"ZZHWRJWC","01/02/2017","HISPANIC","M",40,10000,"FAILURE TO APPEAR, SECOND DEGREE      AM","CORRIGAN CI","NONE",10000,10000,2017-01-03,2017-01-02,2017-01-03,0,1,"ZZHWRJWCFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",1
"11018",2017-01-04,"ZZSELZLC","01/03/2017","WHITE","F",53,70000,"CRIMINAL ATTEMPT","YORK CI","NONE",70000,70000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSELZLCCRIMINAL ATTEMPT","in after July 1","still in",3
"11019",2017-01-04,"ZZEJCHBC","01/03/2017","WHITE","M",57,50000,"VIOLATION OF PROBATION OR COND DISCHG","CORRIGAN CI","NONE",50000,50000,2017-01-04,2017-01-03,NA,NA,NA,"ZZEJCHBCVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",3
"11020",2017-01-04,"ZZHWRCJR","01/03/2017","WHITE","M",74,15000,"VIOLATION OF PROBATION OR COND DISCHG","BRIDGEPORT CC","NONE",15000,15000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHWRCJRVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",2
"11021",2017-01-04,"ZZRWJZEC","01/03/2017","BLACK","M",37,2500,"FORGERY, FIRST DEGREE                 CF","CORRIGAN CI","NONE",2500,2500,2017-01-04,2017-01-03,2017-01-04,0,1,"ZZRWJZECFORGERY, FIRST DEGREE                 CF","in after July 1","out",1
"11022",2017-01-04,"ZZZCHSHB","01/03/2017","BLACK","M",57,2500,"CRIM VIOL OF PROTECTIVE ORDER         DF","NEW HAVEN CC","NONE",2500,2500,2017-01-04,2017-01-03,NA,NA,NA,"ZZZCHSHBCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","still in",1
"11023",2017-01-04,"ZZHEJJSW","01/01/2017","BLACK","M",50,1500,"OPERATE UNDER INFLU OF LIQ OR DRUGS    M","CORRIGAN CI","NONE",4000,1500,2017-01-04,2017-01-01,NA,NA,NA,"ZZHEJJSWOPERATE UNDER INFLU OF LIQ OR DRUGS    M","in after July 1","still in",1
"11024",2017-01-04,"ZZSEEZCZ","01/03/2017","HISPANIC","M",20,100000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",100000,100000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEEZCZVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",3
"11025",2017-01-04,"ZZEWEWWW","01/03/2017","BLACK","M",48,30000,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","NEW HAVEN CC","NONE",30000,30000,2017-01-04,2017-01-03,NA,NA,NA,"ZZEWEWWWSALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F","in after July 1","still in",2
"11026",2017-01-04,"ZZSEBWLJ","01/03/2017","BLACK","M",57,2500,"INJURY OR RISK OF INJURY TO MINOR      F","CORRIGAN CI","NONE",2500,2500,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEBWLJINJURY OR RISK OF INJURY TO MINOR      F","in after July 1","still in",1
"11027",2017-01-04,"ZZHZSLWL","01/03/2017","BLACK","M",40,100000,"FAILURE TO APPEAR, FIRST DEGREE       DF","BRIDGEPORT CC","NONE",100000,100000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHZSLWLFAILURE TO APPEAR, FIRST DEGREE       DF","in after July 1","still in",3
"11028",2017-01-04,"ZZSEEBEZ","01/03/2017","WHITE","M",20,73000,"POSSESSION OF NARCOTICS","HARTFORD CC","NONE",73000,73000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEEBEZPOSSESSION OF NARCOTICS","in after July 1","still in",3
"11029",2017-01-04,"ZZSEBWLZ","01/03/2017","WHITE","F",37,5500,"CRIM VIOL OF PROTECTIVE ORDER         DF","YORK CI","NONE",5500,5500,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEBWLZCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","still in",1
"11030",2017-01-04,"ZZSZREER","01/01/2017","WHITE","M",54,10000,"CRIM VIOL OF PROTECTIVE ORDER         DF","CORRIGAN CI","NONE",10200,10000,2017-01-04,2017-01-01,NA,NA,NA,"ZZSZREERCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","still in",1
"11031",2017-01-04,"ZZSZSZSL","01/03/2017","WHITE","M",23,20000,"VIOLATION OF PROBATION OR COND DISCHG","CORRIGAN CI","NONE",20000,20000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSZSZSLVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",2
"11032",2017-01-04,"ZZHHSCZR","01/03/2017","WHITE","F",28,25000,"STRANGULATION 2ND DEGREE              DF","YORK CI","NONE",25000,25000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHHSCZRSTRANGULATION 2ND DEGREE              DF","in after July 1","still in",2
"11033",2017-01-04,"ZZECEHEW","01/03/2017","WHITE","M",56,30000,"DISORDERLY CONDUCT                    CM","HARTFORD CC","NONE",30000,30000,2017-01-04,2017-01-03,NA,NA,NA,"ZZECEHEWDISORDERLY CONDUCT                    CM","in after July 1","still in",2
"11034",2017-01-04,"ZZSEBWWJ","01/03/2017","BLACK","M",22,20000,"THREATENING 1ST DEGREE                DF","NEW HAVEN CC","NONE",20000,20000,2017-01-04,2017-01-03,2017-01-06,2,3,"ZZSEBWWJTHREATENING 1ST DEGREE                DF","in after July 1","out",2
"11035",2017-01-04,"ZZHHEEBS","01/03/2017","WHITE","F",29,75000,"ASSAULT, FIRST DEGREE                 BF","YORK CI","NONE",75000,75000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHHEEBSASSAULT, FIRST DEGREE                 BF","in after July 1","still in",3
"11036",2017-01-04,"ZZRBZLRL","01/03/2017","BLACK","F",58,25000,"CRIM VIOL OF PROTECTIVE ORDER         DF","YORK CI","NONE",25000,25000,2017-01-04,2017-01-03,NA,NA,NA,"ZZRBZLRLCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","still in",2
"11037",2017-01-04,"ZZRZLCHH","01/03/2017","HISPANIC","M",66,10000,"CARRYING OR SALE OF DANGEROUS WEAPON","HARTFORD CC","NONE",10000,10000,2017-01-04,2017-01-03,NA,NA,NA,"ZZRZLCHHCARRYING OR SALE OF DANGEROUS WEAPON","in after July 1","still in",1
"11038",2017-01-04,"ZZHSRRBJ","01/03/2017","BLACK","M",28,20000,"CRIM VIOL OF PROTECTIVE ORDER         DF","CORRIGAN CI","NONE",20000,20000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHSRRBJCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","still in",2
"11039",2017-01-04,"ZZSEBWWB","01/03/2017","WHITE","F",20,25000,"CONSPIRACY","YORK CI","NONE",25000,25000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEBWWBCONSPIRACY","in after July 1","still in",2
"11040",2017-01-04,"ZZRJLBRS","01/03/2017","WHITE","F",52,10000,"POSSESSION OF NARCOTICS","YORK CI","NONE",10000,10000,2017-01-04,2017-01-03,NA,NA,NA,"ZZRJLBRSPOSSESSION OF NARCOTICS","in after July 1","still in",1
"11041",2017-01-04,"ZZSEBWLW","01/03/2017","BLACK","M",56,5000,"CRIM VIOL OF PROTECTIVE ORDER         DF","HARTFORD CC","NONE",5000,5000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEBWLWCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","still in",1
"11042",2017-01-04,"ZZRHLRER","01/03/2017","WHITE","F",62,3000,"INTERFERING WITH AN OFFICER           AM","YORK CI","NONE",3000,3000,2017-01-04,2017-01-03,NA,NA,NA,"ZZRHLRERINTERFERING WITH AN OFFICER           AM","in after July 1","still in",1
"11043",2017-01-04,"ZZSZBJZB","01/03/2017","BLACK","M",25,100000,"FAILURE TO APPEAR, FIRST DEGREE       DF","BRIDGEPORT CC","NONE",100000,65000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSZBJZBFAILURE TO APPEAR, FIRST DEGREE       DF","in after July 1","still in",3
"11044",2017-01-04,"ZZHCRLLZ","01/03/2017","BLACK","M",33,50000,"BURGLARY, FIRST DEGREE                BF","BRIDGEPORT CC","NONE",52000,50000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHCRLLZBURGLARY, FIRST DEGREE                BF","in after July 1","still in",3
"11045",2017-01-04,"ZZSEBWWL","01/03/2017","WHITE","F",45,1000,"DRIVING WHILE LICENSE SUSP FOR DWI","YORK CI","NONE",1000,1000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEBWWLDRIVING WHILE LICENSE SUSP FOR DWI","in after July 1","still in",1
"11046",2017-01-04,"ZZHJSWZR","01/03/2017","BLACK","M",43,85000,"CRIM VIOL OF PROTECTIVE ORDER         DF","HARTFORD CC","NONE",85000,85000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHJSWZRCRIM VIOL OF PROTECTIVE ORDER         DF","in after July 1","still in",3
"11047",2017-01-04,"ZZSEWEEZ","01/03/2017","WHITE","F",35,5000,"FAILURE TO APPEAR, SECOND DEGREE      AM","YORK CI","NONE",5000,5000,2017-01-04,2017-01-03,2017-01-04,0,1,"ZZSEWEEZFAILURE TO APPEAR, SECOND DEGREE      AM","in after July 1","out",1
"11048",2017-01-04,"ZZSEBWLS","01/03/2017","HISPANIC","M",32,16000,"FORGERY, SECOND DEGREE                DF","BRIDGEPORT CC","NONE",16000,16000,2017-01-04,2017-01-03,2017-01-10,6,7,"ZZSEBWLSFORGERY, SECOND DEGREE                DF","in after July 1","out",2
"11049",2017-01-04,"ZZRCWBLJ","01/03/2017","WHITE","M",43,20500,"LARCENY, SECOND DEGREE                CF","NEW HAVEN CC","NONE",20500,20500,2017-01-04,2017-01-03,NA,NA,NA,"ZZRCWBLJLARCENY, SECOND DEGREE                CF","in after July 1","still in",2
"11050",2017-01-04,"ZZSEBWCZ","01/03/2017","WHITE","M",40,30000,"VIOLATION OF PROBATION OR COND DISCHG","HARTFORD CC","NONE",30000,30000,2017-01-04,2017-01-03,2017-01-06,2,3,"ZZSEBWCZVIOLATION OF PROBATION OR COND DISCHG","in after July 1","out",2
"11051",2017-01-04,"ZZRJEBEH","01/03/2017","WHITE","M",32,2000,"ASSAULT, THIRD DEGREE                 AM","NEW HAVEN CC","NONE",2000,2000,2017-01-04,2017-01-03,2017-01-05,1,2,"ZZRJEBEHASSAULT, THIRD DEGREE                 AM","in after July 1","out",1
"11052",2017-01-04,"ZZHWZBBB","01/03/2017","WHITE","M",35,20000,"INTERFERING WITH AN OFFICER           AM","CORRIGAN CI","NONE",20000,20000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHWZBBBINTERFERING WITH AN OFFICER           AM","in after July 1","still in",2
"11053",2017-01-04,"ZZREWWSJ","01/03/2017","BLACK","M",50,30000,"SALE OF HEROIN, COC BY NON-DEPENDENT","NEW HAVEN CC","NONE",30000,30000,2017-01-04,2017-01-03,NA,NA,NA,"ZZREWWSJSALE OF HEROIN, COC BY NON-DEPENDENT","in after July 1","still in",2
"11054",2017-01-04,"ZZHBEBRR","12/27/2016","WHITE","F",42,500000,"CRIMINAL ATTEMPT","YORK CI","NONE",500000,500000,2017-01-04,2016-12-27,NA,NA,NA,"ZZHBEBRRCRIMINAL ATTEMPT","in after July 1","still in",4
"11055",2017-01-04,"ZZREHHJR","01/03/2017","BLACK","M",42,30000,"VIOLATION OF PROBATION OR COND DISCHG","NEW HAVEN CC","NONE",30000,20219,2017-01-04,2017-01-03,NA,NA,NA,"ZZREHHJRVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",2
"11056",2017-01-04,"ZZHZEWBZ","01/03/2017","HISPANIC","M",32,30000,"VIOLATION OF PROBATION OR COND DISCHG","CORRIGAN CI","NONE",30000,30000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHZEWBZVIOLATION OF PROBATION OR COND DISCHG","in after July 1","still in",2
"11057",2017-01-04,"ZZHSLRSZ","01/03/2017","WHITE","M",28,155000,"CRIM VIOL ST CRIM RESTR ORDER         DF","CORRIGAN CI","NONE",155000,155000,2017-01-04,2017-01-03,NA,NA,NA,"ZZHSLRSZCRIM VIOL ST CRIM RESTR ORDER         DF","in after July 1","still in",4
"11058",2017-01-04,"ZZRJHWHC","01/03/2017","HISPANIC","M",42,75000,"ASSAULT 2ND DEGREE WITH A FIREARM     DF","HARTFORD CC","NONE",275000,75000,2017-01-04,2017-01-03,NA,NA,NA,"ZZRJHWHCASSAULT 2ND DEGREE WITH A FIREARM     DF","in after July 1","still in",3
"11059",2017-01-04,"ZZRJJJCR","01/03/2017","BLACK","M",32,50000,"UNLAWFUL RESTRAINT, SECOND DEGREE     AM","HARTFORD CC","NONE",50000,50000,2017-01-04,2017-01-03,NA,NA,NA,"ZZRJJJCRUNLAWFUL RESTRAINT, SECOND DEGREE     AM","in after July 1","still in",3
"11060",2017-01-04,"ZZSEBWLL","01/03/2017","BLACK","M",22,75000,"STRANGULATION 1ST DEGREE              CF","BRIDGEPORT CC","NONE",75000,75000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEBWLLSTRANGULATION 1ST DEGREE              CF","in after July 1","still in",3
"11061",2017-01-04,"ZZSEBWLC","01/03/2017","BLACK","M",17,125000,"YOUTHFUL OFFENDER","MANSON YI","NONE",125000,125000,2017-01-04,2017-01-03,NA,NA,NA,"ZZSEBWLCYOUTHFUL OFFENDER","in after July 1","still in",4
